repository,commit,filepath,graphml_local_path,maxPdgVertices,lackOfCohesion,verticesCount,edgesCount,edgesToVerticesRatio,globalInput,globalOutput,directFanIn,indirectFanIn,directFanOut,indirectFanOut,pdg_task_nodes,pdg_order_edges,pdg_def_edges,pdg_use_edges,pdg_unique_edge_labels
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/login_defs.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\login_defs.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/main.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\main.yml\PDG_FILE_LEVEL\pdg.graphml,4,0.0,4,3,0.75,1,0,1,2,0,0,1,0,1,0,3
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/securetty.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\securetty.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/rhosts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\rhosts.yml\PDG_FILE_LEVEL\pdg.graphml,13,0.0,13,14,1.0769230769230769,5,1,9,11,4,1,3,3,2,0,9
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/pam.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\pam.yml\PDG_FILE_LEVEL\pdg.graphml,84,0.0,84,198,2.357142857142857,40,0,162,567,106,14,16,106,14,0,15
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,55,0.0,55,68,1.2363636363636363,29,0,48,125,15,20,7,14,8,0,22
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/minimize_access.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\minimize_access.yml\PDG_FILE_LEVEL\pdg.graphml,29,0.0,29,30,1.0344827586206897,18,0,16,47,3,0,3,3,3,0,19
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,45,0.0,45,54,1.2,19,0,27,115,11,29,6,9,8,0,18
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,39,0.0,39,43,1.1025641025641026,8,2,11,30,5,33,3,3,15,0,13
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/limits.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\limits.yml\PDG_FILE_LEVEL\pdg.graphml,15,0.0,15,15,1.0,11,0,13,9,1,0,2,1,1,0,11
dev-sec/ansible-collection-hardening,91ecc19bc0bf14c874e9ee8c024a94cf2269f204,roles/ansible-os-hardening/tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\91ecc19bc0bf14c874e9ee8c024a94cf2269f204\roles\ansible-os-hardening\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,45,0.0,45,54,1.2,19,0,27,115,11,29,6,9,8,0,18
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,39,0.0,39,43,1.1025641025641026,8,2,11,30,5,33,3,3,15,0,13
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,55,0.0,55,68,1.2363636363636363,29,0,48,125,15,20,7,14,8,0,22
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/securetty.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\securetty.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/pam.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\pam.yml\PDG_FILE_LEVEL\pdg.graphml,80,0.0,80,180,2.25,39,0,146,502,92,13,15,92,13,0,15
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/limits.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\limits.yml\PDG_FILE_LEVEL\pdg.graphml,15,0.0,15,15,1.0,11,0,13,9,1,0,2,1,1,0,11
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/minimize_access.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\minimize_access.yml\PDG_FILE_LEVEL\pdg.graphml,29,0.0,29,30,1.0344827586206897,18,0,16,47,3,0,3,3,3,0,19
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/login_defs.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\login_defs.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/main.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\main.yml\PDG_FILE_LEVEL\pdg.graphml,4,0.0,4,3,0.75,1,0,1,2,0,0,1,0,1,0,3
dev-sec/ansible-collection-hardening,1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d,tasks/rhosts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\1c057722a1a7d76c9cdaa0ffa8cf19e6877de00d\tasks\rhosts.yml\PDG_FILE_LEVEL\pdg.graphml,13,0.0,13,14,1.0769230769230769,5,1,9,11,4,1,3,3,2,0,9
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,43,0.0,43,52,1.2093023255813953,15,0,27,113,11,29,6,9,9,0,16
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,39,0.0,39,43,1.1025641025641026,8,2,11,30,5,33,3,3,15,0,13
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/apt.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\apt.yml\PDG_FILE_LEVEL\pdg.graphml,12,0.0,12,13,1.0833333333333333,3,0,5,6,1,0,1,1,3,0,9
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,53,0.0,53,66,1.2452830188679245,28,0,46,114,14,12,6,13,8,0,21
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/securetty.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\securetty.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/pam.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\pam.yml\PDG_FILE_LEVEL\pdg.graphml,80,0.0,80,180,2.25,39,0,146,502,92,13,15,92,13,0,15
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/limits.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\limits.yml\PDG_FILE_LEVEL\pdg.graphml,15,0.0,15,15,1.0,11,0,13,9,1,0,2,1,1,0,11
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/minimize_access.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\minimize_access.yml\PDG_FILE_LEVEL\pdg.graphml,29,0.0,29,30,1.0344827586206897,18,0,16,47,3,0,3,3,3,0,19
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/login_defs.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\login_defs.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/main.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\main.yml\PDG_FILE_LEVEL\pdg.graphml,336,0.0,336,539,1.6041666666666667,151,3,369,7024,188,2476,46,181,64,0,37
dev-sec/ansible-collection-hardening,13ad1d266493ef98314d46896b8b3cc31d4c607e,tasks/rhosts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\13ad1d266493ef98314d46896b8b3cc31d4c607e\tasks\rhosts.yml\PDG_FILE_LEVEL\pdg.graphml,13,0.0,13,14,1.0769230769230769,5,1,9,11,4,1,3,3,2,0,9
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,43,0.0,43,52,1.2093023255813953,15,0,27,113,11,29,6,9,9,0,16
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,41,0.0,41,45,1.0975609756097562,10,2,13,33,5,33,3,3,15,0,14
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/apt.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\apt.yml\PDG_FILE_LEVEL\pdg.graphml,12,0.0,12,13,1.0833333333333333,3,0,5,6,1,0,1,1,3,0,9
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,60,0.0,60,75,1.25,30,0,50,171,16,16,7,15,11,0,20
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/securetty.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\securetty.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/pam.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\pam.yml\PDG_FILE_LEVEL\pdg.graphml,80,0.0,80,180,2.25,39,0,146,502,92,13,15,92,13,0,15
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/limits.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\limits.yml\PDG_FILE_LEVEL\pdg.graphml,15,0.0,15,15,1.0,11,0,13,9,1,0,2,1,1,0,11
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/minimize_access.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\minimize_access.yml\PDG_FILE_LEVEL\pdg.graphml,42,0.0,42,50,1.1904761904761905,16,0,22,89,7,7,4,6,10,0,19
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/login_defs.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\login_defs.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/main.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\main.yml\PDG_FILE_LEVEL\pdg.graphml,359,0.0,359,573,1.5961002785515321,153,2,383,7982,195,2880,48,187,75,0,38
dev-sec/ansible-collection-hardening,f7774d150341f16d9a334acd302ca9c2a56c4db1,tasks/rhosts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\f7774d150341f16d9a334acd302ca9c2a56c4db1\tasks\rhosts.yml\PDG_FILE_LEVEL\pdg.graphml,14,0.0,14,16,1.1428571428571428,5,0,10,15,4,6,3,3,3,0,9
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,43,0.0,43,52,1.2093023255813953,15,0,27,113,11,29,6,9,9,0,16
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,41,0.0,41,45,1.0975609756097562,10,2,13,33,5,33,3,3,15,0,14
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/apt.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\apt.yml\PDG_FILE_LEVEL\pdg.graphml,12,0.0,12,13,1.0833333333333333,3,0,5,6,1,0,1,1,3,0,9
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,60,0.0,60,75,1.25,30,0,50,171,16,16,7,15,11,0,20
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/securetty.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\securetty.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/pam.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\pam.yml\PDG_FILE_LEVEL\pdg.graphml,88,0.0,88,204,2.3181818181818183,42,0,163,582,106,14,16,106,15,0,15
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/limits.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\limits.yml\PDG_FILE_LEVEL\pdg.graphml,15,0.0,15,15,1.0,11,0,13,9,1,0,2,1,1,0,11
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/minimize_access.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\minimize_access.yml\PDG_FILE_LEVEL\pdg.graphml,42,0.0,42,50,1.1904761904761905,16,0,22,89,7,7,4,6,10,0,19
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/login_defs.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\login_defs.yml\PDG_FILE_LEVEL\pdg.graphml,6,0.0,6,5,0.8333333333333334,5,0,5,0,0,0,1,0,0,0,5
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/main.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\main.yml\PDG_FILE_LEVEL\pdg.graphml,367,0.0,367,599,1.6321525885558583,156,2,402,8326,211,2965,49,203,77,0,38
dev-sec/ansible-collection-hardening,6505157c62c457cd5c56f304712d8efc2efc1fa8,tasks/rhosts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\6505157c62c457cd5c56f304712d8efc2efc1fa8\tasks\rhosts.yml\PDG_FILE_LEVEL\pdg.graphml,14,0.0,14,16,1.1428571428571428,5,0,10,15,4,6,3,3,3,0,9
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/yum.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\yum.yml\PDG_FILE_LEVEL\pdg.graphml,43,0.0,43,52,1.2093023255813953,15,0,27,113,11,29,6,9,9,0,16
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/suid_sgid.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\suid_sgid.yml\PDG_FILE_LEVEL\pdg.graphml,35,0.0,35,42,1.2,12,0,18,47,6,18,3,5,9,0,14
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/user_accounts.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\user_accounts.yml\PDG_FILE_LEVEL\pdg.graphml,41,0.0,41,45,1.0975609756097562,10,2,13,33,5,33,3,3,15,0,14
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/apt.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\apt.yml\PDG_FILE_LEVEL\pdg.graphml,12,0.0,12,13,1.0833333333333333,3,0,5,6,1,0,1,1,3,0,9
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/sysctl.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\sysctl.yml\PDG_FILE_LEVEL\pdg.graphml,64,0.0,64,84,1.3125,33,0,59,203,21,21,8,20,11,0,21
dev-sec/ansible-collection-hardening,7fdd7b4bb8dba52c78773d795b728134ebb15073,tasks/profile.yml,output\second_pdg_extraction\pdg_file_level\dev-sec\ansible-collection-hardening\7fdd7b4bb8dba52c78773d795b728134ebb15073\tasks\profile.yml\PDG_FILE_LEVEL\pdg.graphml,9,0.0,9,8,0.8888888888888888,6,0,6,2,0,0,1,0,1,0,8
